epoch 0, loss: 1.1739827394485474
epoch 1, loss: 0.8599448800086975
epoch 2, loss: 0.7689460515975952
epoch 3, loss: 0.7394416332244873
epoch 4, loss: 0.7191879749298096
epoch 5, loss: 0.7009356617927551
epoch 6, loss: 0.6899956464767456
epoch 7, loss: 0.6798049211502075
epoch 8, loss: 0.6722383499145508
epoch 9, loss: 0.6682447195053101
epoch 10, loss: 0.6618392467498779
epoch 11, loss: 0.6555742025375366
epoch 12, loss: 0.6520552039146423
epoch 13, loss: 0.6493483781814575
epoch 14, loss: 0.6442395448684692
epoch 15, loss: 0.6424278020858765
epoch 16, loss: 0.6410420536994934
epoch 17, loss: 0.6380635499954224
epoch 18, loss: 0.6367604732513428
epoch 19, loss: 0.6342736482620239
epoch 20, loss: 0.6318961381912231
epoch 21, loss: 0.6310473084449768
epoch 22, loss: 0.6290770173072815
epoch 23, loss: 0.6270842552185059
epoch 24, loss: 0.6264522075653076
epoch 25, loss: 0.6236981153488159
epoch 26, loss: 0.6231793761253357
epoch 27, loss: 0.6219205856323242
epoch 28, loss: 0.6206791400909424
epoch 29, loss: 0.6189330816268921
epoch 30, loss: 0.6183710694313049
epoch 31, loss: 0.6181508302688599
epoch 32, loss: 0.6177221536636353
epoch 33, loss: 0.6155087947845459
epoch 34, loss: 0.6144934892654419
epoch 35, loss: 0.6133439540863037
epoch 36, loss: 0.6138124465942383
epoch 37, loss: 0.6134935617446899
epoch 38, loss: 0.6129220724105835
epoch 39, loss: 0.6116458177566528
epoch 40, loss: 0.6086088418960571
epoch 41, loss: 0.6102162599563599
epoch 42, loss: 0.609046220779419
epoch 43, loss: 0.6094353199005127
epoch 44, loss: 0.608098030090332
epoch 45, loss: 0.6077166795730591
epoch 46, loss: 0.6070600748062134
epoch 47, loss: 0.6069625616073608
epoch 48, loss: 0.6070358753204346
epoch 49, loss: 0.6065480709075928
epoch 50, loss: 0.606028139591217
epoch 51, loss: 0.6052935123443604
epoch 52, loss: 0.6047184467315674
epoch 53, loss: 0.6042965054512024
epoch 54, loss: 0.6036295890808105
epoch 55, loss: 0.6028202772140503
epoch 56, loss: 0.6040502786636353
epoch 57, loss: 0.6020610332489014
epoch 58, loss: 0.6038156747817993
epoch 59, loss: 0.6025044322013855
epoch 60, loss: 0.6024878621101379
epoch 61, loss: 0.6025675535202026
epoch 62, loss: 0.6018765568733215
epoch 63, loss: 0.6022329330444336
epoch 64, loss: 0.6008372902870178
epoch 65, loss: 0.6008881330490112
epoch 66, loss: 0.601251482963562
epoch 67, loss: 0.5999711155891418
epoch 68, loss: 0.6004724502563477
epoch 69, loss: 0.6003434062004089
epoch 70, loss: 0.6011441349983215
epoch 71, loss: 0.5995460748672485
epoch 72, loss: 0.5989823937416077
epoch 73, loss: 0.6007528305053711
epoch 74, loss: 0.5997613072395325
epoch 75, loss: 0.5984011292457581
epoch 76, loss: 0.5983879566192627
epoch 77, loss: 0.5978842973709106
epoch 78, loss: 0.5982033014297485
epoch 79, loss: 0.599872887134552
epoch 80, loss: 0.597820520401001
epoch 81, loss: 0.5977212190628052
epoch 82, loss: 0.5979382395744324
epoch 83, loss: 0.5971193909645081
epoch 84, loss: 0.5988874435424805
epoch 85, loss: 0.5984550714492798
epoch 86, loss: 0.5983021855354309
epoch 87, loss: 0.5974934101104736
epoch 88, loss: 0.5974299311637878
epoch 89, loss: 0.5976763963699341
epoch 90, loss: 0.5977148413658142
epoch 91, loss: 0.5974898338317871
epoch 92, loss: 0.597303569316864
epoch 93, loss: 0.5977888703346252
epoch 94, loss: 0.5977858304977417
epoch 95, loss: 0.5971888303756714
epoch 96, loss: 0.5961509943008423
epoch 97, loss: 0.5972890853881836
epoch 98, loss: 0.598077654838562
epoch 99, loss: 0.5977119207382202
epoch 100, loss: 0.596078097820282
epoch 101, loss: 0.5969654321670532
epoch 102, loss: 0.5974383354187012
epoch 103, loss: 0.5972349047660828
epoch 104, loss: 0.5958042740821838
epoch 105, loss: 0.5975537300109863
epoch 106, loss: 0.5961757302284241
epoch 107, loss: 0.5964998006820679
epoch 108, loss: 0.5964894890785217
epoch 109, loss: 0.5951765179634094
epoch 110, loss: 0.596964955329895
epoch 111, loss: 0.5989548563957214
epoch 112, loss: 0.5967113375663757
epoch 113, loss: 0.5963389873504639
epoch 114, loss: 0.5962212085723877
epoch 115, loss: 0.5967732071876526
epoch 116, loss: 0.5965003967285156
epoch 117, loss: 0.5967044830322266
epoch 118, loss: 0.5965285301208496
epoch 119, loss: 0.596747100353241
epoch 120, loss: 0.5962376594543457
epoch 121, loss: 0.5967637300491333
epoch 122, loss: 0.596036434173584
epoch 123, loss: 0.596613883972168
epoch 124, loss: 0.5962640047073364
epoch 125, loss: 0.5971264839172363
epoch 126, loss: 0.5969666242599487
epoch 127, loss: 0.59735107421875
epoch 128, loss: 0.5965291261672974
epoch 129, loss: 0.5949265956878662
epoch 130, loss: 0.5969817638397217
epoch 131, loss: 0.595619797706604
epoch 132, loss: 0.5958988666534424
epoch 133, loss: 0.5962775349617004
epoch 134, loss: 0.5968608856201172
epoch 135, loss: 0.5965030193328857
epoch 136, loss: 0.5972672700881958
epoch 137, loss: 0.5964713096618652
epoch 138, loss: 0.5964205265045166
epoch 139, loss: 0.5966864228248596
epoch 140, loss: 0.5960049033164978
epoch 141, loss: 0.5965147614479065
epoch 142, loss: 0.5960302352905273
epoch 143, loss: 0.595960259437561
epoch 144, loss: 0.5957564115524292
epoch 145, loss: 0.5968208312988281
epoch 146, loss: 0.5960990786552429
epoch 147, loss: 0.597828209400177
epoch 148, loss: 0.5960074663162231
epoch 149, loss: 0.5962408781051636
epoch 150, loss: 0.59542316198349
epoch 151, loss: 0.5960725545883179
epoch 152, loss: 0.5959491729736328
epoch 153, loss: 0.5964183211326599
epoch 154, loss: 0.5968148112297058
epoch 155, loss: 0.5961630344390869
epoch 156, loss: 0.5969442129135132
epoch 157, loss: 0.5953171253204346
epoch 158, loss: 0.5969679355621338
epoch 159, loss: 0.595678448677063
epoch 160, loss: 0.5962412357330322
epoch 161, loss: 0.5963704586029053
epoch 162, loss: 0.5967106819152832
epoch 163, loss: 0.5961604714393616
epoch 164, loss: 0.595461368560791
epoch 165, loss: 0.5968318581581116
epoch 166, loss: 0.5959805250167847
epoch 167, loss: 0.5960681438446045
epoch 168, loss: 0.5959597826004028
epoch 169, loss: 0.5976959466934204
epoch 170, loss: 0.5959646701812744
epoch 171, loss: 0.5959110260009766
epoch 172, loss: 0.5956527590751648
epoch 173, loss: 0.5953137874603271
epoch 174, loss: 0.5963751673698425
epoch 175, loss: 0.5959311723709106
epoch 176, loss: 0.5962855815887451
epoch 177, loss: 0.5963157415390015
epoch 178, loss: 0.5964903235435486
epoch 179, loss: 0.5961653590202332
epoch 180, loss: 0.5956686735153198
epoch 181, loss: 0.5971338152885437
